Id,Title,Body,Tags,Privacy+Log,Matched
60265776,Make jackson fail on serialization attempt of a class,"<p>Is there is any simple way to make Jackson fail to serialize a specific class?</p>

<p>Basically I want to make sure that class containing some sensitive data doesn't leak anywhere and since we log both in text and json I'm afraid it may end up getting logged as json as a part of some bigger object. (sure I could make it serialize to <code>*****</code> string, but I think error makes it more clear that it's not supposed to even be used there).</p>

<p>My only idea right now is custom Serizalizer that just throws an exception but I was wondering if there is some simpler way to tell Jackson to stay away from that class.</p>
",|java|jackson|,TRUE,Concerns about content
42372756,How to prevent sensitive variable values from logging?,"<p>Using the action ""Set a variable"" for sensitive data like passwords or something else logs the values to the logfile. Is there a way to prevent this behavior for this kind of variables? We are using install4j version 6.0.4. I also tried to create a custom action but setting the variable with <code>context.setVariable(...)</code> has the same effect and produce a log entry like <code>Variable changed: my.password=abc123[class java.lang.String]</code>. We need to avoid this log entries.</p>
",|install4j|,TRUE,Replacement
23594412,"How to secure username, password, api_keys","<p>We are building a rails application backed by mysql which will store sensitive information such as username, password, api_key which are specific to each logged in user. </p>

<p>Is there a gem which will allow protection of such production data against stealing by internal team members or external folks.</p>

<p>We don't want sensitive information to be printed in logs
We should be able to prevent reverse engineering the sensitive data in case the data is stolen.</p>

<p>How should we design the system to avoid the above scenarios.</p>
",|mysql|ruby-on-rails|security|database-design|passwords|,TRUE,Concerns about content
42836189,Saving data on phone in a Cordova app,"<p>I am making a mobile app using Cordova and I need to save some sensitive and not so sensitive data inside the phone. I am a bit lost on what is the best way to do it. </p>

<p>I need to save:</p>

<ol>
<li>A JSON web-token (for authentication).</li>
<li>A response from server (I save this to populate my page in case the GET request fails).</li>
<li>Coordinates information when user is logging data to the app (for later upload to a server from with in the app). These will be many separate logs, and can be large in size for local storage ~5-10 MB.</li>
</ol>

<p>Till now i have been successfully saving everything I need to the local storage but I don't think that is the correct way to do it. So that is why I need some help in deciding what is the best course to take from security point of view.</p>

<p>Saving server response is just for better UI experience and static in size so I guess local storage is a good option to use.
But web-tokens and GPS logs is sensitive information and I dont want to keep it in the local storage as it is accessible from outside the app.
What other options do I have?</p>

<p><a href=""https://cordova.apache.org/docs/en/latest/guide/appdev/security/index.html#encrypted-storage"" rel=""nofollow noreferrer"">Cordova still doesn't have encrypted storage</a>.</p>

<p>Is saving to <code>files</code> a good approach? This <a href=""http://cordova.apache.org/docs/en/6.x/reference/cordova-plugin-file/index.html#page-toc-source"" rel=""nofollow noreferrer"">here</a> says that data contained inside <code>cordova.file.applicationStorageDirectory</code> is private to the app.So can I use it to save the logs and the token?</p>

<p>The <a href=""https://github.com/apache/cordova-plugin-file"" rel=""nofollow noreferrer"">plugin</a> also lists the file systems for Android and iOS and lists which of those are private. </p>

<p>I am currently working with android phones but want to extend the app to iOS later. I have never worked with file systems and caches before so I am a bit lost.</p>
",|apache|cordova|local-storage|storage|,TRUE,Concerns about content
24404478,how to protect sensitive data in java,"<p>I am looking for suggestions on tools/methods can be used to make sure , in java source code, sensitive information (like user password) is not accidentally been logged/printout . </p>
",|java|security|,TRUE,Replacement
63076909,How to write logs for specific environments only?,"<p>Are there any options other than using preprocessor directives to enable / disable logging depending on the environment variable? I don't want sensitive data from the production environment to go into the logs.
So it turns out that each environment will have its own configuration.</p>
<pre><code>public class Service
{
    private readonly Serilog.ILogger logger;

    public Service(ILogger logger)
    {
        this.logger = logger;
    }

    public void DoSomething()
    {
#if DEBUG
        // if it's a development environment
        this.logger
            .ForContext(&quot;Debug data&quot;, data)
            .Information(&quot;something happened&quot;);
#endif
        // if it's a production environment
        this.logger.Information(&quot;something happened&quot;);
    }
}
</code></pre>
",|c#|logging|serilog|,TRUE,Concerns about content
43885953,Spring log request payload,"<p>I want to log every incoming request data and payload(body). How to configure that in Spring Boot? And how to hide sensitive data like password in logs?</p>

<p>Is it possible to log the original 'raw' request body (e.g. JSON)?</p>
",|spring-mvc|spring-boot|,TRUE,Replacement
59111583,log4j2 java classes do not load application.properties entries with spring boot,"<p>I am using log4j2(log4j-core and log4j-api) with Spring boot 2.2.0.RELEASE. I want to masking sensitive data inmy json payload in the logs. I have written a custom LogMaskingConverter which extends LogEventPatternConverter. </p>

<pre><code>@Plugin(name = ""LogMaskingConverter"", category = ""Converter"")
@ConverterKeys({ ""spi"", ""trscId"" })
@Configuration
public class LogMaskingConverter extends LogEventPatternConverter {
    @Value(""${maskingFields}"")
    private String maskingFields;

    protected LogMaskingConverter(String name, String style) {
        super(name, style);
    }

    public static LogMaskingConverter newInstance(String[] options) {
        return new LogMaskingConverter(""spi"", Thread.currentThread().getName());
    }
    @Override
    public void format(LogEvent event, StringBuilder outputMessage) {
        ........
    }
    private String mask(String message) {
       ....
     }
</code></pre>

<p>The problem is that the maskingFields does not get loaded from the application properties file.I read that log4j2 gets loaded before spring boot. Hence I have renamed my xml to log4j2-spring.xml so that spring boot is the first to intialise and load all the properties before it gets read via LogMaskingConverter.</p>

<p>Also below are my pom.xml dependencies related to log4j2</p>

<pre><code>&lt;dependency&gt;
            &lt;groupId&gt;org.springframework.boot&lt;/groupId&gt;
            &lt;artifactId&gt;spring-boot-starter-web&lt;/artifactId&gt;
            &lt;exclusions&gt;
                &lt;exclusion&gt;
                    &lt;groupId&gt;org.springframework.boot&lt;/groupId&gt;
                    &lt;artifactId&gt;spring-boot-starter-logging&lt;/artifactId&gt;
                &lt;/exclusion&gt;
            &lt;/exclusions&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.springframework.boot&lt;/groupId&gt;
            &lt;artifactId&gt;spring-boot-starter-log4j2&lt;/artifactId&gt;
        &lt;/dependency&gt;
</code></pre>

<p>To summarise below code does not fetch any values:</p>

<pre><code>@Value(""${maskingFields}"")
private String maskingFields;
</code></pre>
",|spring-boot|log4j2|,TRUE,Replacement
39678071,iOS 10: sharing image/save image started crashing,"<p>I have a code which shares a line of text and an image via UIActivityViewController. After I updated to iOS 10 it started crashing with the following log: </p>

<blockquote>
  <p>This app has crashed because it attempted to access privacy-sensitive data without a usage description.  The app's Info.plist must contain an NSPhotoLibraryUsageDescription key with a string value explaining to the user how the app uses this data.</p>
</blockquote>

<p>I do not post the code since it seems to happen even in Apple's own example. I found a corresponding <a href=""https://openradar.appspot.com/27988819"" rel=""nofollow noreferrer"">radar</a>, but not StackOverflow topic. </p>

<p>Hope it will save someone's time. The fix is to add that line to your plist even though the app itself does not interact with the Photo Library. If anyone finds a better solution, it would be nice.</p>

<p>Please, note that it is different from a <a href=""https://stackoverflow.com/questions/37925583/uiimagepickercontroller-crashes-app-swift3-xcode8"">problem with UIImagePickerController</a> - it is close to an opposite action. </p>
",|ios|share|uiactivityviewcontroller|,TRUE,Usage
39695161,ionic 2 image-picker xcode 8 upgrade - Info.plist permissions error,"<p>Just upgraded to xcode 8 and it appears to break my app on open album, see below for error log. I have uninstalled and installed a number of times, also tried updating my ionic install.</p>

<blockquote>
  <p>NOTE: After the xcode 8 upgrade, i had to reinstall ios-sim &amp;
  ios-deploy (again) as it wasn't being found.</p>
</blockquote>

<pre><code>ccd[1426]: [access] Refusing TCCAccessRequest for service kTCCServicePhotos and client /Users//Library/Developer/CoreSimulator/Devices/268F812D-B91E-40A2-943B-7DCF6548CF18/data/Containers/Bundle/Application/2FCEDD36-41B6-47A8-B49D-49DC356DA9C3/myAPP_V2.app/myAPP_V2 without NSPhotoLibraryUsageDescription key

V2[1491]: [access] This app has crashed because it attempted to access privacy-sensitive data without a usage description. The app's Info.plist must contain an NSPhotoLibraryUsageDescription key with a string value explaining to the user how the app uses this data.
</code></pre>
",|iphone|ionic-framework|ionic2|xcode8|,TRUE,Usage
39722755,How to make an exception message safe,"<p>I have a diagnostics log which is available for viewing from a view within an MVC application.</p>

<p>The reason for this is that it is difficult to get access to the server, but a dashboard type application can help engineers more easily diagnose issues remotely.</p>

<p>The problem is that this may fail penetration testing as the view includes Exception logging detail. One way of solving this is to not allow logging of exceptions but this will prevent engineers from investigating what caused an error.</p>

<p>So how do I ensure that it is safe enough from prying eyes if the MVC app is compromised? For example, exception logging includes the stack trace which could include sensitive info as to implementation details which could help hackers compromise the system.  Also the exception could include sensitive database information. </p>

<p>Really we need some way of passing the exception through a filter which can trim off possible detail. What is the best/standard approach for achieving this?</p>
",|c#|.net|security|exception|,TRUE,Concerns about content
59371046,Prevent hibernate to log sensitive date,"<p>I have some sensitive data in the application which I want to prevent Hibernate log them in its log.
For example in the log file users will see the following data:</p>

<pre><code>TRACE 2019-09-28 12:52:32,398 -4f03-a316-b4320901fe56 - 127.1.1.0:61097 - thread:[http-bio-8300-exec-3] - org.hibernate.type.descriptor.sql.BasicBinder.bind@82:
                binding parameter [1] as [VARCHAR] - 60125987
</code></pre>

<p>In my application <strong>60125987</strong> is a sensitive data that is not to log. Another sample is:</p>

<pre><code>DEBUG 2019-09-28 12:52:32,415 - 4f03-a316-b4320901fe56 - 127.1.1.0:61097 - thread:[http-bio-8300-exec-3] - org.hibernate.loader.Loader.getRow@1322:
                result row: EntityKey[com.entity.EPerson#component[code,privateNo]{privateNo=153339, code=3}]
</code></pre>

<p>In this log, <strong>privateNo</strong> is sensitive data. 
In conclusion, I don't want to disable Hibernate log although I want to control some data will not be logged or will log as masked or hashed.</p>
",|hibernate|logback|,TRUE,Replacement
39975320,Unity Prime31 prompt for photo is crashing on iOS 10 and XCode 8,"<p>Calling EtceteraBinding.promptForPhoto resulting in immediate crash on iOS 10.</p>

<pre><code>public void TakePhotoTapped() {

    #if UNITY_IOS
    EtceteraBinding.promptForPhoto(0.2f, PhotoPromptType.Camera, 0.8f, true);
    #endif

}
</code></pre>

<p>Xcode spits out this log. It does look like some sort of permission issue? Please help.</p>

<pre><code>2016-10-11 11:46:35.758167 xxx[1643:458841] invalid mode 'kCFRunLoopCommonModes' provided to CFRunLoopRunSpecific - break on _CFRunLoopError_RunCalledWithInvalidMode to debug. This message will only appear once per execution.
2016-10-11 11:46:49.760643 xxx[1643:458841] [MC] System group container for systemgroup.com.apple.configurationprofiles path is /private/var/containers/Shared/SystemGroup/systemgroup.com.apple.configurationprofiles
2016-10-11 11:46:49.768609 xxx[1643:458841] [MC] Reading from public effective user settings.
2016-10-11 11:47:02.450381 xxx[1643:459135] [access] This app has crashed because it attempted to access privacy-sensitive data without a usage description.  The app's Info.plist must contain an NSCameraUsageDescription key with a string value explaining to the user how the app uses this data.
</code></pre>
",|ios|xcode|unity-game-engine|prime31|,TRUE,Usage
40803964,How to prevent sensitive data from being logged by SyncInvoker.post?,"<p>I'm sending a request with a following code:</p>

<pre><code>final WebTarget target = client.target(url);
CustomResponse response = target.request(MediaType.APPLICATION_XML_TYPE)
                          .post(Entity.xml(password), CustomResponse.class);
</code></pre>

<p>Authentication is designed to accept username as a part of <code>url</code> while password is sent in request body.</p>

<p>The issue is that password is shown in logs which are generated by class <code>ClientRequest#writeEntity()</code> inside <code>javax.ws.rs</code> library.</p>

<p>So, my question is how force that library not to store password in logs without turning logging off?</p>

<p>Thank you.</p>
",|java|logging|javax.ws.rs|javax|,TRUE,Concerns about content
59741103,Masking Sensitive Data in CXF Logging SOAP Requests,"<p>After using CXF to call a SOAP webservice, CXF client logs the SOAP request message with password visible! I want to hide sensitive data like passwords from the CXF client logging.</p>

<p>Here's what I got in log: </p>

<pre><code>&lt;soap:Envelope xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/""&gt;
  &lt;soap:Body&gt;
    &lt;runReport xmlns=""http://xmlns.oracle.com/oxp/service/MYSERVICE""&gt;
       &lt;userID&gt;username&lt;/userID&gt;
       &lt;password&gt;mypassword&lt;/password&gt;
    &lt;/runReport&gt;
  &lt;/soap:Body&gt;
&lt;/soap:Envelope&gt;
</code></pre>

<p>All I want is to replace <code>mypassword</code> to <code>**********</code></p>

<p>I tried this <a href=""https://stackoverflow.com/questions/23212313/cxf-logging-request-response-with-content-filtering-or-masking-soap-fields/23214151"">solution</a> but it won't work with my CXF version because it uses an older version of CXF.</p>

<p>I really saw many examples, ones that extends LoggingOutInterceptor, other extends AbstractSoapInterceptor, other extends PhaseInterceptorChain and others... and I really don't know where to start, I couldn't find any documentation on this matter.</p>

<p>Any help, link to doc will be appreciated!</p>
",|java|spring-boot|logging|soap|cxf|,TRUE,Replacement
48096160,"Mask email address, phonenumber, ssn (pattern) using awk","<p>Requirement is to mask some sensitive data from the log file, below code works as expected when <code>awk</code> version is <strong>4.0.2</strong>. </p>

<p>I will be <code>grep</code>ing the log files and then have to mask some data using pattern as mentioned in the below <code>awk</code> snippet and then return the result.</p>

<pre><code>echo ""123-123-432-123-999-889 and 123456 and 1234-1234-4321-1234 and xyz@abc.com"" | awk ' gsub (/[0-9]{6,}|([0-9]{3,}.){3,}|\w{2,}@\w{2,}.\w{2,}/, ""****"") 1'
</code></pre>

<p>The same is not working in <code>awk</code> version <strong>3.1.7</strong> which is production server version.</p>

<p>I can use only <code>grep, cat, awk</code> and there is <strong>no permission to use <code>perl</code> or <code>sed</code></strong> as it is restricted by Admin Team.</p>

<p><strong>Expected Output:</strong></p>

<pre><code>****and **** and ****and ****
</code></pre>

<p>Solution should also work if the content is in file, for example</p>

<h2><strong>sample.log</strong></h2>

<pre><code>123-123-432-123-999-889
and 
123456
and
1234-1234-4321-1234 
and xyz@abc.com
</code></pre>

<p><strong>Command:</strong> </p>

<pre><code> cat sample.log  | awk ' gsub (/[0-9]{6,}|([0-9]{3,}.){3,}|\w{2,}@\w{2,}.\w{2,}/, ""****"") 1'
</code></pre>

<p>Please help me with awk which can work in <strong>3.1.7</strong> version of <code>awk</code></p>
",|bash|shell|awk|grep|cat|,TRUE,Replacement
48105704,java (log4j) logging filter by object type,"<p>I have a logging statement currently implemented with log4j: </p>

<pre><code>log.info(""Failed to create message for {}"", CustomerData);
</code></pre>

<p>This will log some sensitive data in <code>CustomerData</code>.</p>

<p>Is there a way to block logging of any instances of <code>CustomerData</code>? Maybe in log4j configuration or via a custom filter?</p>

<p>If not possible with log4j, how about other logging frameworks?</p>
",|java|logging|filter|log4j|,TRUE,Concerns about content
48504337,Modify Log Request Payload in Spring Boot,"<p>How can we modify and log request payload in Spring-boot?</p>

<p>I have already implemented <strong>CommonsRequestLoggingFilter</strong> and am able to log the payload but want to modify the request before being logged so I can hide some sensitive data in the log.</p>
",|java|spring|spring-boot|logging|,TRUE,Replacement
49143855,Masking sensitive data before getting logged - log4j,"<p>For logging purposes, instead of using <code>toString()</code> method, Jackson's <code>writeValueAsString(object)</code> method has been used in the project I have been working for.</p>

<pre><code>LOGGER.info(mapper.writeValueAsString(object));
</code></pre>

<p>Now, I got the requirement to mask the sensitive information like passwords and credit card numbers in logs. If <code>toString()</code> is being used, I could have removed those sensitive data from the <code>toString()</code> method. But in my case, I could not find such simple yet correct way of getting my problem solved. I am not in a situation where I can change the entire thing to use <code>toString()</code> too.</p>

<p>I read that by using <code>%replace</code> method, I can replace the data which I don't need to be logged in using a predefined pattern. But all the sensitive data that need to be masked wont follow a single pattern.</p>

<p>I tried by intercepting the log event, look for the particular information and mask them(Using a class which implements <code>LogEventFactory</code>). Even though it is a working solution, I don't think that it is a good solution since looking for the data in big strings every time is gonna cost. </p>

<p>Is there any way that I haven't come across yet to get my problem resolved? Is the approach with <code>%replace</code> is the way to go? If so, how? </p>
",|java|log4j|log4j2|data-masking|,TRUE,Replacement
69269562,Mask sensitive data via annotation using log4j,"<p>I use log4j2 in my Spring Boot project. When log event happens I want to mask sensitive data in my DTO using annotation, for example:</p>
<pre><code>@Sensitive(fields = {password, email})
public class MyDTO {

   private String name;
   private String email;
   private String password

}
</code></pre>
<p>I want to have opportunity to set fields to mask in annotation props.</p>
<p>I tried to use custom serialiser for this, but I do not want to  mask data every time when I serialise my DTO, only when logging event happens.</p>
<p>I tried to apply RewritePolicy, but in this case I already have logging message as String and I can't access class to grab annotation params to know what fields should be masked.</p>
<p>It would be grate to handle log event before myDto.toString() method invoked, get annotation from class, check fields to mask and replace them before set log message.</p>
<p>Could you please help me?</p>
",|java|spring-boot|log4j|,TRUE,Replacement
50365654,jasypt encryption not working in spring boot,"<p>I want to do encryption for some sensitive data in application.properties file of spring boot application.</p>

<p>for that I have used jasypt-spring-boot-starter plugin .</p>

<p>also used <code>@EnableEncryptableProperties</code> tag on spring application.</p>

<p>I have encrypted access key for my database and written its encrypted value in the property file.</p>

<pre><code>com.test.SharedAccessKey=ENC(vfQQ9veC1G+RV8BC0VA==)
</code></pre>

<p>also provided in property file</p>

<pre><code>jasypt.encryptor.password=secretpassword
jasypt.encryptor.algorithm=PBEWithMD5AndDES
</code></pre>

<p>I am accessing this property in spring boot application as followes</p>

<pre><code>@Value(""${com.test.SharedAccessKey}"")
public String shareAcessKey;
</code></pre>

<p>But logger.info(shareAcessKey) print as it is ENC(vfQQ9veC1G+RV8BC0VA==)</p>

<p>what I am missing in above , can anyone help.</p>
",|spring|spring-boot|jasypt|,TRUE,Usage
3656761,Hibernate log4j.properties print DB uname & pass,"<p>My story is as follows.
I have a java app with hibernate connected to a embedded db(derby).
The funny thing was, that my hibernate app printed the uname at start, because i was using slf4j-simple, and so i set my App to use log4j.</p>

<p>Hibernate db uname&amp;pass are set in code, using property object.
I tried using the same trick on log4j property configurator, but the log4j.properties file overide my property object.
But the log4j.properties file is easily changed, and the main quiestion is.
Can log4j be set to print my db uname&amp;pass, or any of the sensitive data used in my Hibernate config in the App???</p>
",|java|hibernate|properties|log4j|,TRUE,Intention
32330354,Hiding sensitive data from logcat,"<p><a href=""https://i.stack.imgur.com/7fg83.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/7fg83.jpg"" alt=""this is my logcat view""></a>
am developing an android app,after compiled the apk it is showing the http url of my server in logcat!how to hide the sensitive data from logcat</p>

<p><code>libcore.net.http.HttpURLConnectionImpl:http://127.0.0.1/...</code> this is how it is showing the link</p>
",|android|,TRUE,Replacement
71406931,Does the ToString() method of the following concrete exception types yield sensitive data?,"<p>Despite searching exhaustively, I couldn´t find a discussion of the mentioned question. Please point me to the question if there´s any.</p>
<p>Now to my question. I´d like to log the output of the <code>ToString()</code> method of the following  concrete exceptions (they aren´t custom exceptions, i.e., I didn´t write them myself) into a file:</p>
<ul>
<li>ArgumentNullException</li>
<li>System.Exception itself</li>
<li>SecurityTokenException and exceptions that inherit from SecurityTokenException (e.g.,
SecurityTokenExpiredException)</li>
</ul>
<p>Is it save to do so, i.e., doesn´t <code>ToString()</code> return senstive data that might have caused the exception in the first place?</p>
<p>According to the <a href=""https://learn.microsoft.com/en-us/dotnet/api/system.exception.tostring?view=net-6.0#system-exception-tostring"" rel=""nofollow noreferrer"">docs</a>, <code>System.Exception.ToString()</code> returns the following output:</p>
<blockquote>
<p>The default implementation of ToString obtains the name of the class
that threw the current exception, the message, the result of calling
ToString on the inner exception, and the result of calling
Environment.StackTrace. If any of these members is null, its value is
not included in the returned string.</p>
</blockquote>
<p>Examining the <a href=""https://learn.microsoft.com/en-us/dotnet/api/system.environment.stacktrace?view=net-6.0"" rel=""nofollow noreferrer"">Environment.Stacktrace</a> yields (if I understood it correctly) the following information:</p>
<ul>
<li>StackTrace doesn´t contain senstive data (only method parameter names not their values)</li>
<li>Name of the class is fine (no senstive data here!)</li>
<li>InnerEception.ToString() follows the definition of <code>ToString()</code> above. Hence, it should be fine too.</li>
</ul>
<p>Does the <a href=""https://learn.microsoft.com/en-us/dotnet/api/system.exception.message?view=net-6.0"" rel=""nofollow noreferrer"">Message</a> property of the mentioned exceptions yield senstive data (e.g., parameter values, content of JwtSecurityToken etc.)? Can the pure unchanged output of the message proeprty be logged savely (I know there´s encryption but independent of that)?</p>
",|c#|security|exception|error-logging|,TRUE,Concerns about content
45567874,Masking data from exception message while logging,"<p>If any exception occurs in the code, we have logged the exception using the logback logger.
While logging we have directly passed the exception object e to the error method.</p>

<p>The exception which has been thrown from a third party jar contains sensitive information like username and password. 
Currently, we have the username and password as the private field in the code. But it does not seem appropriate to check for check log message do string comparison and then log.</p>

<p>As the exception is thrown by the third party API, fixed pattern for the exception is not known. That's why we are not able to use the %replace.</p>

<p>What is a good way to mask the sensitive data in the exception?</p>
",|java|exception|logging|,TRUE,Concerns about content
40874391,Mule Logging for sensitive Data,"<p>I am Logging the Request Json Message on Mule and it is showing all the information as i m using to print the complete Payload. How can i mask or Hide sensitive data from the Mule Logger</p>

<pre><code>   &lt;logger message=""Loin Request,#[message.payloadAs(java.lang.String)]""  level=""INFO"" doc:name=""Request Input""/&gt;
</code></pre>

<p>Sample Request:</p>

<pre><code>    {
  ""credentials"": {
    ""userId"": ""test1234@yopmail.com"",
    ""password"": ""test12345""
  },
  ""sessionID"": 1234567890,
  ""includecheckout"": true
}
</code></pre>

<p>I am expecting to print in the log as below.</p>

<pre><code>{
  ""credentials"": {
    ""userId"": ""test1234@yopmail.com"",
    ""password"": ""xxxxxxxxxx""
  },
  ""sessionID"": 1234567890,
  ""includecheckout"": true
}
</code></pre>
",|logging|mule|mule-component|,TRUE,Replacement
40933902,cordova-plugin-crosswalk-webview - Logging all UI interaction - including sensitive data,"<p>This is an edited question - have got to the root of the problem so have added my own answer. 
Logcat was was outputting nearly every interaction with the UI, including what was typed our a password box (start of the word ""password"" highlighted with **):</p>

<pre><code>D/cr_Ime  (10392): [ImeAdapter.java:313] showSoftKeyboard
D/cr_Ime  (10392): [InputMethodManagerWrapper.java:47] showSoftInput
D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [] [0 0] [-1 -1] [true]
D/cr_Ime  (10392): [ImeAdapter.java:387] dispatchKeyEvent: action [0], keycode [44]
D/cr_Ime  (10392): [AdapterInputConnection.java:393] sendKeyEvent [0] [44] [112]
D/cr_Ime  (10392): [AdapterInputConnection.java:239] updateSelectionIfRequired [1 1] [-1 -1]
D/cr_Ime  (10392): [InputMethodManagerWrapper.java:74] updateSelection: SEL [1, 1], COM [-1, -1]
D/cr_Ime  (10392): [ImeAdapter.java:253] updateKeyboardVisibility: type [2-&gt;2], flags [66], show [false], 
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [p] [1 1] [-1 -1] [false]
D/cr_Ime  (10392): [ImeAdapter.java:387] dispatchKeyEvent: action [1], keycode [44]
D/cr_Ime  (10392): [AdapterInputConnection.java:393] sendKeyEvent [1] [44] [112]
D/cr_Ime  (10392): [ImeAdapter.java:387] dispatchKeyEvent: action [0], keycode [29]
D/cr_Ime  (10392): [AdapterInputConnection.java:393] sendKeyEvent [0] [29] [97]
D/cr_Ime  (10392): [AdapterInputConnection.java:239] updateSelectionIfRequired [2 2] [-1 -1]
D/cr_Ime  (10392): [InputMethodManagerWrapper.java:74] updateSelection: SEL [2, 2], COM [-1, -1]
D/cr_Ime  (10392): [ImeAdapter.java:253] updateKeyboardVisibility: type [2-&gt;2], flags [66], show [false], 
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [•a] [2 2] [-1 -1] [false]
D/cr_Ime  (10392): [ImeAdapter.java:387] dispatchKeyEvent: action [1], keycode [29]
D/cr_Ime  (10392): [AdapterInputConnection.java:393] sendKeyEvent [1] [29] [97]
D/cr_Ime  (10392): [ImeAdapter.java:387] dispatchKeyEvent: action [0], keycode [47]
D/cr_Ime  (10392): [AdapterInputConnection.java:393] sendKeyEvent [0] [47] [115]
D/cr_Ime  (10392): [AdapterInputConnection.java:239] updateSelectionIfRequired [3 3] [-1 -1]
D/cr_Ime  (10392): [InputMethodManagerWrapper.java:74] updateSelection: SEL [3, 3], COM [-1, -1]
D/cr_Ime  (10392): [ImeAdapter.java:253] updateKeyboardVisibility: type [2-&gt;2], flags [66], show [false], 
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [••s] [3 3] [-1 -1] [false]
</code></pre>

<p>In the mix <code>sendKeyEvent</code> is also outputting the ASCII/UTF code of the keypress. This is happening on both a Genymotion emulated device and an actual device - both using a release apk. In release mode this behaviour is even more stark- just the **'d log entries above are outputted, making it really easy to see what the password is:</p>

<pre><code>**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [p] [3 3] [-1 -1] [false]
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [•a] [3 3] [-1 -1] [false]
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [••s] [3 3] [-1 -1] [false]
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [•••s] [3 3] [-1 -1] [false]
**D/cr_Ime  (10392): [AdapterInputConnection.java:174] updateState [••••s] [3 3] [-1 -1] [false]
</code></pre>

<p>Etc...</p>
",|cordova|cordova-plugins|crosswalk|cordova-plugin-proguard|,TRUE,Concerns about content
24224017,Android AppStateManager :: Internal data leak within a DataBuffer object detected,"<p>I am using AppState to store my current Android application data. When I call the
<code>load</code> method and set a callback listener i see the following in my logcat output.
</p>

<blockquote>
  <p>Internal data leak within a DataBuffer object detected!  Be sure to
  explicitly call close() on all DataBuffer extending objects when you
  are done with them.
  (com.google.android.gms.appstate.AppStateBuffer@45454128)</p>
</blockquote>

<p></p>

<p>

This is my method call (I am not explicitly opening any buffers)

</p>

<pre><code>AppStateManager
    .load(getApiClient(), APP_STATE_STATE_KEY)
    .setResultCallback(new ResultCallback&lt;AppStateManager.StateResult&gt;() {
        @Override
        public void onResult(final StateResult stateResult) {
        }
    });
</code></pre>

<p>e.g. The <code>onResult()</code> method is empty, so why do i see this logcat entry?
What buffer do i need close?</p>
",|android|google-play-services|,TRUE,Usage
